station_name,station_link,type,bus_number
Pak Klong Flower Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Klong%20Flower%20Market,inbound,12
Giant Swing,http://www.transitbangkok.com/stations/Bangkok%20Bus/Giant%20Swing,inbound,12
Wat Ratchanatdaram (Ratchadamnoen Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Ratchadamnoen%20Road%29,inbound,12
Ratchaphat Suan Su Nan Tha University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ratchaphat%20Suan%20Su%20Nan%20Tha%20University,inbound,12
Vajiravudh College (Sukhothai Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Vajiravudh%20College%20%28Sukhothai%20Road%29,inbound,12
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,12
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,inbound,12
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,outbound,12
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,12
Vajiravudh College (Sukhothai Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Vajiravudh%20College%20%28Sukhothai%20Road%29,outbound,12
Ratchaphat Suan Su Nan Tha University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ratchaphat%20Suan%20Su%20Nan%20Tha%20University,outbound,12
Giant Swing,http://www.transitbangkok.com/stations/Bangkok%20Bus/Giant%20Swing,outbound,12
Pak Klong Flower Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Klong%20Flower%20Market,outbound,12
Klong Toei,http://www.transitbangkok.com/stations/Mrt/Klong%20Toei,inbound,13
Lumphini,http://www.transitbangkok.com/stations/Mrt/Lumphini,inbound,13
Lumphini Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Lumphini%20Police%20Station,inbound,13
Chit Lom,http://www.transitbangkok.com/stations/BTS/Chit%20Lom,inbound,13
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,inbound,13
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,13
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,13
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,inbound,13
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,inbound,13
The Emerald Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Emerald%20Hotel,outbound,13
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,outbound,13
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,outbound,13
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,outbound,13
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,13
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,outbound,13
Lumphini Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Lumphini%20Police%20Station,outbound,13
Lumphini,http://www.transitbangkok.com/stations/Mrt/Lumphini,outbound,13
Klong Toei,http://www.transitbangkok.com/stations/Mrt/Klong%20Toei,outbound,13
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,14
Deja General Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Deja%20General%20Hospital,inbound,14
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,14
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,14
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,inbound,14
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,inbound,14
"Chulalongkorn Hospital, Faculty of Medicine",http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20Hospital%2C%20Faculty%20of%20Medicine,inbound,14
Si Lom,http://www.transitbangkok.com/stations/Mrt/Si%20Lom,inbound,14
Lumphini,http://www.transitbangkok.com/stations/Mrt/Lumphini,inbound,14
Klong Toei,http://www.transitbangkok.com/stations/Mrt/Klong%20Toei,inbound,14
Klong Toei,http://www.transitbangkok.com/stations/Mrt/Klong%20Toei,outbound,14
Lumphini,http://www.transitbangkok.com/stations/Mrt/Lumphini,outbound,14
Lumphini Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Lumphini%20Police%20Station,outbound,14
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,outbound,14
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,14
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,outbound,14
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,outbound,14
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,outbound,14
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,14
The Mall  Tha Phra,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20%20Tha%20Phra,inbound,15
Wat Lat Bua Khao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Lat%20Bua%20Khao,inbound,15
Menam Ramada Plaza Riverside Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/Menam%20Ramada%20Plaza%20Riverside%20Hotel,inbound,15
Wat Yan Nawa,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Yan%20Nawa,inbound,15
Robinson Bang Rak,http://www.transitbangkok.com/stations/Bangkok%20Bus/Robinson%20Bang%20Rak,inbound,15
Bang Rak Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Rak%20Market,inbound,15
Sala Daeng,http://www.transitbangkok.com/stations/BTS/Sala%20Daeng,inbound,15
"Chulalongkorn Hospital, Faculty of Medicine",http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20Hospital%2C%20Faculty%20of%20Medicine,inbound,15
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,inbound,15
Siam,http://www.transitbangkok.com/stations/BTS/Siam,inbound,15
National Stadium,http://www.transitbangkok.com/stations/BTS/National%20Stadium,inbound,15
Wat Chaimongkol,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chaimongkol,inbound,15
Klang Hospital Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Klang%20Hospital%20Intersection,inbound,15
Wat Saket,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Saket,inbound,15
Thai Airways (Lan Luang Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Thai%20Airways%20%28Lan%20Luang%20Road%29,inbound,15
Wat Ratchanatdaram (Ratchadamnoen Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Ratchadamnoen%20Road%29,inbound,15
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,inbound,15
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,inbound,15
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,inbound,15
National Theatre,http://www.transitbangkok.com/stations/Bangkok%20Bus/National%20Theatre,inbound,15
Bus stop for Phra Arthit Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Arthit%20Pier,outbound,15
National Theatre,http://www.transitbangkok.com/stations/Bangkok%20Bus/National%20Theatre,outbound,15
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,outbound,15
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,outbound,15
Khok Wua,http://www.transitbangkok.com/stations/Bangkok%20Bus/Khok%20Wua,outbound,15
Democracy Monument,http://www.transitbangkok.com/stations/Bangkok%20Bus/Democracy%20Monument,outbound,15
Wat Ratchanatdaram (Ratchadamnoen Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Ratchanatdaram%20%28Ratchadamnoen%20Road%29,outbound,15
Thai Airways (Lan Luang Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Thai%20Airways%20%28Lan%20Luang%20Road%29,outbound,15
Wat Saket,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Saket,outbound,15
Wat Chaimongkol,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Chaimongkol,outbound,15
National Stadium,http://www.transitbangkok.com/stations/BTS/National%20Stadium,outbound,15
Siam,http://www.transitbangkok.com/stations/BTS/Siam,outbound,15
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,outbound,15
"Chulalongkorn Hospital, Faculty of Medicine",http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20Hospital%2C%20Faculty%20of%20Medicine,outbound,15
Sala Daeng,http://www.transitbangkok.com/stations/BTS/Sala%20Daeng,outbound,15
Bang Rak Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Rak%20Market,outbound,15
Robinson Bang Rak,http://www.transitbangkok.com/stations/Bangkok%20Bus/Robinson%20Bang%20Rak,outbound,15
Wat Yan Nawa,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Yan%20Nawa,outbound,15
Wat Lat Bua Khao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Lat%20Bua%20Khao,outbound,15
The Mall  Tha Phra,http://www.transitbangkok.com/stations/Bangkok%20Bus/The%20Mall%20%20Tha%20Phra,outbound,15
Kamphaen Phet,http://www.transitbangkok.com/stations/Mrt/Kamphaen%20Phet,inbound,16
Talad Krung Thep,http://www.transitbangkok.com/stations/Bangkok%20Bus/Talad%20Krung%20Thep,inbound,16
Tao Pun Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Tao%20Pun%20Police%20Station,inbound,16
Pracharat School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pracharat%20School,inbound,16
Bang Po Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Po%20Hospital,inbound,16
Bus stop for Kiak Kai Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Kiak%20Kai%20Pier,inbound,16
Royal Irrigation Department Si Yan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Royal%20Irrigation%20Department%20Si%20Yan,inbound,16
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,inbound,16
Uruphong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Uruphong,inbound,16
Ratchathewi,http://www.transitbangkok.com/stations/BTS/Ratchathewi,inbound,16
Chulalongkorn University (Phaya Thai Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Chulalongkorn%20University%20%28Phaya%20Thai%20Road%29,inbound,16
Sam Yan,http://www.transitbangkok.com/stations/Mrt/Sam%20Yan,inbound,16
Montien Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/Montien%20Hotel,inbound,16
Berlin building,http://www.transitbangkok.com/stations/Bangkok%20Bus/Berlin%20building,inbound,16
Sheraton Royal Orchid,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sheraton%20Royal%20Orchid,inbound,16
Sheraton Royal Orchid,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sheraton%20Royal%20Orchid,outbound,16
Siam,http://www.transitbangkok.com/stations/BTS/Siam,outbound,16
Ratchathewi,http://www.transitbangkok.com/stations/BTS/Ratchathewi,outbound,16
Uruphong,http://www.transitbangkok.com/stations/Bangkok%20Bus/Uruphong,outbound,16
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,outbound,16
Royal Irrigation Department Si Yan,http://www.transitbangkok.com/stations/Bangkok%20Bus/Royal%20Irrigation%20Department%20Si%20Yan,outbound,16
Bus stop for Kiak Kai Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Kiak%20Kai%20Pier,outbound,16
Bang Po Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bang%20Po%20Hospital,outbound,16
Pracharat School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pracharat%20School,outbound,16
Tao Pun Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Tao%20Pun%20Police%20Station,outbound,16
Rama 2 Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rama%202%20Hospital,inbound,17
Wat Lat Bua Khao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Lat%20Bua%20Khao,inbound,17
Menam Ramada Plaza Riverside Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/Menam%20Ramada%20Plaza%20Riverside%20Hotel,inbound,17
Wat Yan Nawa,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Yan%20Nawa,inbound,17
Surasak,http://www.transitbangkok.com/stations/BTS/Surasak,inbound,17
Embassy of Australia,http://www.transitbangkok.com/stations/Bangkok%20Bus/Embassy%20of%20Australia,inbound,17
Lumphini Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Lumphini%20Police%20Station,inbound,17
Chit Lom,http://www.transitbangkok.com/stations/BTS/Chit%20Lom,inbound,17
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,inbound,17
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,inbound,17
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,inbound,17
Wat Thaphan (Ratchaprarop Road),http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Thaphan%20%28Ratchaprarop%20Road%29,inbound,17
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,17
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,17
Deja General Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Deja%20General%20Hospital,outbound,17
Ratchaprarop Station,http://www.transitbangkok.com/stations/Airport%20Link/Ratchaprarop%20Station,outbound,17
Hotel Amari Watergate (Ratchaprarop Rd),http://www.transitbangkok.com/stations/Bangkok%20Bus/Hotel%20Amari%20Watergate%20%28Ratchaprarop%20Rd%29,outbound,17
Central World,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20World,outbound,17
Ratchadamri,http://www.transitbangkok.com/stations/BTS/Ratchadamri,outbound,17
Lumphini Police Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Lumphini%20Police%20Station,outbound,17
Embassy of Australia,http://www.transitbangkok.com/stations/Bangkok%20Bus/Embassy%20of%20Australia,outbound,17
Surasak,http://www.transitbangkok.com/stations/BTS/Surasak,outbound,17
Wat Yan Nawa,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Yan%20Nawa,outbound,17
Menam Ramada Plaza Riverside Hotel,http://www.transitbangkok.com/stations/Bangkok%20Bus/Menam%20Ramada%20Plaza%20Riverside%20Hotel,outbound,17
Wat Lat Bua Khao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Lat%20Bua%20Khao,outbound,17
Rama 2 Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Rama%202%20Hospital,outbound,17
Tha It,http://www.transitbangkok.com/stations/Bangkok%20Bus/Tha%20It,inbound,18
Pramuk Witthaya School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pramuk%20Witthaya%20School,inbound,18
Suan Chitralada,http://www.transitbangkok.com/stations/Bangkok%20Bus/Suan%20Chitralada,inbound,18
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,inbound,18
Victory Monument,http://www.transitbangkok.com/stations/BTS/Victory%20Monument,outbound,18
Suan Chitralada,http://www.transitbangkok.com/stations/Bangkok%20Bus/Suan%20Chitralada,outbound,18
Pramuk Witthaya School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pramuk%20Witthaya%20School,outbound,18
Tha It,http://www.transitbangkok.com/stations/Bangkok%20Bus/Tha%20It,outbound,18
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,inbound,19
Major Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Major%20Pinklao,inbound,19
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,inbound,19
Sutthawat - Arun Amarin Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sutthawat%20-%20Arun%20Amarin%20Intersection,inbound,19
Siriraj Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Siriraj%20Hospital,inbound,19
Wat Arun,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Arun,inbound,19
Pho Sam Ton Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pho%20Sam%20Ton%20Intersection,inbound,19
Ban Khaek Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ban%20Khaek%20Intersection,inbound,19
Memorial Bridge,http://www.transitbangkok.com/stations/Chao%20Phraya%20Express/Memorial%20Bridge,inbound,19
Pak Klong Flower Market,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pak%20Klong%20Flower%20Market,inbound,19
Giant Swing,http://www.transitbangkok.com/stations/Bangkok%20Bus/Giant%20Swing,inbound,19
Democracy Monument,http://www.transitbangkok.com/stations/Bangkok%20Bus/Democracy%20Monument,inbound,19
Ratchaphat Suan Su Nan Tha University,http://www.transitbangkok.com/stations/Bangkok%20Bus/Ratchaphat%20Suan%20Su%20Nan%20Tha%20University,inbound,19
Thewet  Intersection,http://www.transitbangkok.com/stations/Bangkok%20Bus/Thewet%20%20Intersection,inbound,19
Wat Sam Phraya,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sam%20Phraya,inbound,19
Bus stop for Phra Arthit Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Arthit%20Pier,inbound,19
National Theatre,http://www.transitbangkok.com/stations/Bangkok%20Bus/National%20Theatre,inbound,19
"Thamassat University, Sanam Luang",http://www.transitbangkok.com/stations/Bangkok%20Bus/Thamassat%20University%2C%20Sanam%20Luang,inbound,19
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,inbound,19
Sanam Luang,http://www.transitbangkok.com/stations/Bangkok%20Bus/Sanam%20Luang,outbound,19
Bus stop for Phra Pinklao Pier,http://www.transitbangkok.com/stations/Bangkok%20Bus/Bus%20stop%20for%20Phra%20Pinklao%20Pier,outbound,19
PATA,http://www.transitbangkok.com/stations/Bangkok%20Bus/PATA,outbound,19
Central Pinklao,http://www.transitbangkok.com/stations/Bangkok%20Bus/Central%20Pinklao,outbound,19
Southern Bus Terminal (Sai Tai Mai),http://www.transitbangkok.com/stations/Bangkok%20Bus/Southern%20Bus%20Terminal%20%28Sai%20Tai%20Mai%29,outbound,19
Pom Phra Jul,http://www.transitbangkok.com/stations/Bangkok%20Bus/Pom%20Phra%20Jul,inbound,20
Phra Pra Daeng Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Phra%20Pra%20Daeng%20Post%20Office,inbound,20
Wat Sarot School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sarot%20School,inbound,20
Krung Thon Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Krung%20Thon%20Hospital,inbound,20
Wong Wian Yai Railway Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wong%20Wian%20Yai%20Railway%20Station,inbound,20
Wong Wian Yai Railway Station,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wong%20Wian%20Yai%20Railway%20Station,outbound,20
Krung Thon Hospital,http://www.transitbangkok.com/stations/Bangkok%20Bus/Krung%20Thon%20Hospital,outbound,20
Wat Sarot School,http://www.transitbangkok.com/stations/Bangkok%20Bus/Wat%20Sarot%20School,outbound,20
Phra Pra Daeng Post Office,http://www.transitbangkok.com/stations/Bangkok%20Bus/Phra%20Pra%20Daeng%20Post%20Office,outbound,20
